year,province,party,votes,seats
2023,Gaziantep,anap,2113,0
2023,Gaziantep,bbp,8094,0
2023,Gaziantep,chp,238440,3
2023,Gaziantep,dem,106870,1
2023,Gaziantep,iyi,63401,1
2023,Gaziantep,memleket,8772,0
2023,Gaziantep,mhp,113801,1
2023,Gaziantep,other,1064,0
2023,Gaziantep,yeniden_refah,47809,0
2023,Gaziantep,zaf,38008,0
2023,Giresun,akp,133761,2
2023,Giresun,bbp,1822,0
2023,Giresun,chp,64115,1
2023,Giresun,dem,1750,0
2023,Giresun,iyi,39428,0
2023,Giresun,memleket,2483,0
2023,Giresun,mhp,48431,1
2023,Giresun,other,1465,0
2023,Giresun,tip,1613,0
2023,Giresun,yeniden_refah,7628,0
2023,Giresun,zaf,4754,0
2023,Gümüşhane,akp,38347,1
2023,Gümüşhane,iyi,14699,0
2023,Gümüşhane,mhp,21221,1
2023,Gümüşhane,yeniden_refah,2154,0
2023,Hakkâri,akp,31645,0
2023,Hakkâri,chp,11125,0
2023,Hakkâri,dem,95810,3
2023,Hakkâri,memleket,1170,0
2023,Hakkâri,mhp,4591,0
2023,Hakkâri,other,2890,0
2023,Hakkâri,yeniden_refah,3020,0
2023,Hatay,akp,303304,4
2023,Hatay,bbp,7983,0
2023,Hatay,chp,253893,4
2023,Hatay,dem,29072,0
2023,Hatay,iyi,71729,1
2023,Hatay,memleket,4584,0
2023,Hatay,mhp,109142,1
2023,Hatay,other,1244,0
2023,Hatay,tip,76580,1
2023,Hatay,yeniden_refah,16387,0
2023,Hatay,zaf,11810,0
2023,Isparta,akp,96638,2
2023,Isparta,bbp,1598,0
2023,Isparta,chp,65788,1
2023,Isparta,dem,2956,0
2023,Isparta,iyi,48271,0
2023,Isparta,memleket,2561,0
2023,Isparta,mhp,60266,1
2023,Isparta,other,1252,0
2023,Isparta,tip,1185,0
2023,Isparta,yeniden_refah,5384,0
2023,Isparta,zaf,5694,0
2023,Iğdır,akp,37022,1
2023,Iğdır,chp,6906,0
2023,Iğdır,dem,45735,1
2023,Iğdır,iyi,6913,0
2023,Iğdır,mhp,4998,0
2023,Kahramanmaraş,akp,309547,5
2023,Kahramanmaraş,anap,1053,0
2023,Kahramanmaraş,bbp,10107,0
2023,Kahramanmaraş,chp,105747,2
2023,Kahramanmaraş,dem,9416,0
2023,Kahramanmaraş,iyi,45699,0
2023,Kahramanmaraş,memleket,4703,0
2023,Kahramanmaraş,mhp,104826,1
2023,Kahramanmaraş,other,1109,0
2023,Kahramanmaraş,yeniden_refah,35125,0
2023,Kahramanmaraş,zaf,11064,0
2023,Karabük,akp,61623,2
2023,Karabük,chp,35917,1
2023,Karabük,dem,1175,0
2023,Karabük,iyi,15782,0
2023,Karabük,memleket,1690,0
2023,Karabük,mhp,26092,0
2023,Karabük,yeniden_refah,13420,0
2023,Karabük,zaf,3392,0
2023,Karaman,akp,69558,2
2023,Karaman,bbp,4476,0
2023,Karaman,chp,32679,1
2023,Karaman,dem,1363,0
2023,Karaman,iyi,18378,0
2023,Karaman,memleket,1565,0
2023,Karaman,mhp,30617,0
2023,Karaman,other,1428,0
2023,Karaman,yeniden_refah,3829,0
2023,Karaman,zaf,3150,0
2023,Kars,akp,37662,1
2023,Kars,chp,24090,1
2023,Kars,dem,40710,1
2023,Kars,iyi,21728,0
2023,Kars,mhp,14211,0
2023,Kars,yeniden_refah,2852,0
2023,Kastamonu,akp,118177,2
2023,Kastamonu,anap,1146,0
2023,Kastamonu,bbp,2346,0
2023,Kastamonu,chp,56570,1
2023,Kastamonu,dem,1407,0
2023,Kastamonu,iyi,19785,0
2023,Kastamonu,memleket,2007,0
2023,Kastamonu,mhp,39036,0
2023,Kastamonu,other,1383,0
2023,Kastamonu,yeniden_refah,10496,0
2023,Kastamonu,zaf,4542,0
2023,Kayseri,akp,385798,5
2023,Kayseri,bbp,17851,0
2023,Kayseri,chp,163337,2
2023,Kayseri,dem,10779,0
2023,Kayseri,iyi,94482,1
2023,Kayseri,memleket,8592,0
2023,Kayseri,mhp,180094,2
2023,Kayseri,other,1071,0
2023,Kayseri,tip,4468,0
2023,Kayseri,yeniden_refah,33062,0
2023,Kayseri,zaf,30152,0
2023,Kilis,akp,34480,1
2023,Kilis,chp,17552,0
2023,Kilis,dem,1011,0
2023,Kilis,iyi,4995,0
2023,Kilis,mhp,23253,1
2023,Kilis,yeniden_refah,2031,0
2023,Kilis,zaf,1632,0
2023,Kocaeli,akp,557756,6
2023,Kocaeli,bbp,15648,0
2023,Kocaeli,chp,336806,4
2023,Kocaeli,dem,81741,1
2023,Kocaeli,iyi,133510,1
2023,Kocaeli,memleket,17207,0
2023,Kocaeli,mhp,118434,1
2023,Kocaeli,other,1473,0
2023,Kocaeli,yeniden_refah,80609,1
2023,Kocaeli,zaf,43724,0
2023,Konya,akp,702348,9
2023,Konya,anap,2535,0
2023,Konya,bbp,29325,0
2023,Konya,chp,200427,2
2023,Konya,dem,41036,0
2023,Konya,iyi,126898,1
2023,Konya,memleket,12971,0
2023,Konya,mhp,209563,2
2023,Konya,other,1654,0
2023,Konya,tip,5987,0
2023,Konya,yeniden_refah,74198,1
2023,Konya,zaf,42981,0
2023,Kütahya,akp,186008,3
2023,Kütahya,anap,1021,0
2023,Kütahya,bbp,4670,0
2023,Kütahya,chp,67044,1
2023,Kütahya,dem,2352,0
2023,Kütahya,iyi,41782,0
2023,Kütahya,memleket,3055,0
2023,Kütahya,mhp,51928,1
2023,Kütahya,other,1502,0
2023,Kütahya,tip,1356,0
2023,Kütahya,yeniden_refah,28071,0
2023,Kütahya,zaf,6811,0
2023,Kırklareli,akp,68060,1
2023,Kırklareli,bbp,1350,0
2023,Kırklareli,chp,122375,2
2023,Kırklareli,dem,5327,0
2023,Kırklareli,iyi,40980,0
2023,Kırklareli,memleket,2436,0
2023,Kırklareli,mhp,13116,0
2023,Kırklareli,tip,4829,0
2023,Kırklareli,yeniden_refah,1819,0
2023,Kırklareli,zaf,4169,0
2023,Kırıkkale,akp,65135,1
2023,Kırıkkale,bbp,1211,0
2023,Kırıkkale,chp,48591,1
2023,Kırıkkale,dem,1139,0
2023,Kırıkkale,iyi,18449,0
2023,Kırıkkale,mhp,38774,1
2023,Kırıkkale,yeniden_refah,3342,0
2023,Kırıkkale,zaf,2794,0
2023,Kırşehir,akp,59700,1
2023,Kırşehir,bbp,1514,0
2023,Kırşehir,chp,44883,1
2023,Kırşehir,dem,4195,0
2023,Kırşehir,iyi,11077,0
2023,Kırşehir,memleket,1156,0
2023,Kırşehir,mhp,22830,0
2023,Kırşehir,yeniden_refah,2458,0
2023,Kırşehir,zaf,2963,0
2023,Malatya,akp,198557,4
2023,Malatya,anap,1132,0
2023,Malatya,bbp,5858,0
2023,Malatya,chp,94921,1
2023,Malatya,dem,14170,0
2023,Malatya,iyi,17277,0
2023,Malatya,memleket,2037,0
2023,Malatya,mhp,56762,1
2023,Malatya,yeniden_refah,40448,0
2023,Malatya,zaf,4948,0
2023,Manisa,akp,324468,4
2023,Manisa,bbp,13476,0
2023,Manisa,chp,300648,4
2023,Manisa,dem,59090,0
2023,Manisa,iyi,112905,1
2023,Manisa,memleket,10192,0
2023,Manisa,mhp,144102,1
2023,Manisa,other,1288,0
2023,Manisa,yeniden_refah,15885,0
2023,Manisa,zaf,22537,0
2023,Mardin,akp,112572,2
2023,Mardin,chp,31993,0
2023,Mardin,dem,244036,4
2023,Mardin,iyi,5362,0
2023,Mardin,memleket,1248,0
2023,Mardin,mhp,15572,0
2023,Mardin,other,2085,0
2023,Mardin,yeniden_refah,5037,0
2023,Mardin,zaf,2223,0
2023,Mersin,akp,311499,4
2023,Mersin,bbp,5667,0
2023,Mersin,chp,385539,5
2023,Mersin,dem,165078,2
2023,Mersin,iyi,147713,1
2023,Mersin,memleket,8909,0
2023,Mersin,mhp,149692,1
2023,Mersin,other,1266,0
2023,Mersin,tip,25238,0
2023,Mersin,yeniden_refah,11361,0
2023,Mersin,zaf,22540,0
2023,Muğla,akp,179668,2
2023,Muğla,anap,1142,0
2023,Muğla,bbp,2085,0
2023,Muğla,chp,275572,4
2023,Muğla,dem,25981,0
2023,Muğla,iyi,124900,1
2023,Muğla,memleket,8935,0
2023,Muğla,mhp,45890,0
2023,Muğla,other,1512,0
2023,Muğla,tip,41198,0
2023,Muğla,yeniden_refah,4585,0
2023,Muğla,zaf,12251,0
2023,Muş,akp,40585,1
2023,Muş,dem,95332,2
2023,Muş,iyi,10500,0
2023,Muş,mhp,31302,0
2023,Muş,other,1224,0
2023,Muş,yeniden_refah,5380,0
2023,Nevşehir,akp,81318,2
2023,Nevşehir,bbp,1827,0
2023,Nevşehir,chp,36062,0
2023,Nevşehir,dem,1659,0
2023,Nevşehir,iyi,32447,0
2023,Nevşehir,memleket,1061,0
2023,Nevşehir,mhp,41718,1
2023,Nevşehir,yeniden_refah,4123,0
2023,Nevşehir,zaf,2627,0
2023,Niğde,akp,77906,1
2023,Niğde,bbp,1296,0
2023,Niğde,chp,55503,1
2023,Niğde,dem,1765,0
2023,Niğde,iyi,27949,0
2023,Niğde,memleket,1456,0
2023,Niğde,mhp,51413,1
2023,Niğde,yeniden_refah,6019,0
2023,Niğde,zaf,3346,0
2023,Ordu,akp,234058,3
2023,Ordu,anap,2236,0
2023,Ordu,bbp,4191,0
2023,Ordu,chp,125438,2
2023,Ordu,dem,2706,0
2023,Ordu,iyi,50604,0
2023,Ordu,memleket,4024,0
2023,Ordu,mhp,65860,1
2023,Ordu,other,2183,0
2023,Ordu,tip,2239,0
2023,Ordu,yeniden_refah,11821,0
2023,Ordu,zaf,7309,0
2023,Osmaniye,akp,114016,2
2023,Osmaniye,bbp,1964,0
2023,Osmaniye,chp,59490,1
2023,Osmaniye,dem,7780,0
2023,Osmaniye,iyi,43108,0
2023,Osmaniye,memleket,2140,0
2023,Osmaniye,mhp,97767,1
2023,Osmaniye,tip,1276,0
2023,Osmaniye,yeniden_refah,6688,0
2023,Osmaniye,zaf,5846,0
2023,Rize,akp,127719,2
2023,Rize,anap,1414,0
2023,Rize,bbp,3727,0
2023,Rize,chp,51331,1
2023,Rize,dem,1495,0
2023,Rize,memleket,2451,0
2023,Rize,mhp,31034,0
2023,Rize,yeniden_refah,12063,0
2023,Rize,zaf,4152,0
2023,Sakarya,akp,344743,5
2023,Sakarya,bbp,6598,0
2023,Sakarya,chp,119414,1
2023,Sakarya,dem,12700,0
2023,Sakarya,iyi,79512,1
2023,Sakarya,memleket,7338,0
2023,Sakarya,mhp,87531,1
2023,Sakarya,other,2369,0
2023,Sakarya,tip,4414,0
2023,Sakarya,yeniden_refah,36058,0
2023,Sakarya,zaf,19052,0
2023,Samsun,akp,391480,5
2023,Samsun,anap,2348,0
2023,Samsun,bbp,12534,0
2023,Samsun,chp,182225,2
2023,Samsun,dem,5551,0
2023,Samsun,iyi,111192,1
2023,Samsun,memleket,9849,0
2023,Samsun,mhp,131298,1
2023,Samsun,other,1191,0
2023,Samsun,tip,6506,0
2023,Samsun,yeniden_refah,36610,0
2023,Samsun,zaf,19856,0
2023,Siirt,akp,59553,1
2023,Siirt,chp,12843,0
2023,Siirt,dem,77267,2
2023,Siirt,iyi,2482,0
2023,Siirt,mhp,6462,0
2023,Siirt,other,1001,0
2023,Siirt,yeniden_refah,1958,0
2023,Sinop,akp,64032,1
2023,Sinop,bbp,6592,0
2023,Sinop,chp,38493,1
2023,Sinop,iyi,14099,0
2023,Sinop,memleket,1408,0
2023,Sinop,mhp,13703,0
2023,Sinop,tip,1258,0
2023,Sinop,yeniden_refah,3363,0
2023,Sinop,zaf,2230,0
2023,Sivas,akp,169729,3
2023,Sivas,bbp,41666,0
2023,Sivas,chp,68389,1
2023,Sivas,dem,3114,0
2023,Sivas,iyi,30284,0
2023,Sivas,memleket,2188,0
2023,Sivas,mhp,75299,1
2023,Sivas,tip,1921,0
2023,Sivas,yeniden_refah,14273,0
2023,Sivas,zaf,7448,0
2023,Tekirdağ,akp,241165,3
2023,Tekirdağ,bbp,4242,0
2023,Tekirdağ,chp,284485,4
2023,Tekirdağ,dem,48679,0
2023,Tekirdağ,iyi,87644,1
2023,Tekirdağ,memleket,9945,0
2023,Tekirdağ,mhp,50635,0
2023,Tekirdağ,other,1189,0
2023,Tekirdağ,tip,12557,0
2023,Tekirdağ,yeniden_refah,12412,0
2023,Tekirdağ,zaf,17873,0
2023,Tokat,akp,151133,3
2023,Tokat,bbp,11313,0
2023,Tokat,chp,80814,1
2023,Tokat,dem,2538,0
2023,Tokat,iyi,44606,0
2023,Tokat,memleket,2191,0
2023,Tokat,mhp,89187,1
2023,Tokat,tip,1589,0
2023,Tokat,yeniden_refah,9349,0
2023,Tokat,zaf,5572,0
2023,Trabzon,akp,263451,4
2023,Trabzon,bbp,8394,0
2023,Trabzon,chp,99425,1
2023,Trabzon,dem,3426,0
2023,Trabzon,iyi,66698,1
2023,Trabzon,memleket,4726,0
2023,Trabzon,mhp,59779,0
2023,Trabzon,other,3643,0
2023,Trabzon,tip,1877,0
2023,Trabzon,yeniden_refah,24768,0
2023,Trabzon,zaf,10137,0
2023,Tunceli,akp,7653,0
2023,Tunceli,chp,18518,0
2023,Tunceli,dem,24762,1
2023,Tunceli,iyi,1306,0
2023,Tunceli,mhp,3240,0
2023,Uşak,akp,92329,2
2023,Uşak,bbp,1675,0
2023,Uşak,chp,74377,1
2023,Uşak,dem,4071,0
2023,Uşak,iyi,44606,0
2023,Uşak,memleket,2241,0
2023,Uşak,mhp,23971,0
2023,Uşak,tip,1100,0
2023,Uşak,yeniden_refah,3627,0
2023,Uşak,zaf,4128,0
2023,Van,akp,142935,2
2023,Van,bbp,4590,0
2023,Van,chp,47763,0
2023,Van,dem,289239,6
2023,Van,memleket,2702,0
2023,Van,mhp,27966,0
2023,Van,other,1049,0
2023,Van,yeniden_refah,17141,0
2023,Van,zaf,4280,0
2023,Yalova,akp,61762,2
2023,Yalova,bbp,1162,0
2023,Yalova,chp,51819,1
2023,Yalova,dem,10403,0
2023,Yalova,iyi,17173,0
2023,Yalova,memleket,4963,0
2023,Yalova,mhp,20500,0
2023,Yalova,tip,1951,0
2023,Yalova,yeniden_refah,3795,0
2023,Yalova,zaf,4112,0
2023,Yozgat,akp,114949,2
2023,Yozgat,bbp,4300,0
2023,Yozgat,dem,1766,0
2023,Yozgat,iyi,60001,1
2023,Yozgat,memleket,1358,0
2023,Yozgat,mhp,60752,1
2023,Yozgat,yeniden_refah,11479,0
2023,Yozgat,zaf,3413,0
2023,Zonguldak,akp,162434,3
2023,Zonguldak,anap,1252,0
2023,Zonguldak,bbp,3430,0
2023,Zonguldak,chp,130137,2
2023,Zonguldak,dem,2631,0
2023,Zonguldak,iyi,40371,0
2023,Zonguldak,memleket,3640,0
2023,Zonguldak,mhp,34320,0
2023,Zonguldak,other,2120,0
2023,Zonguldak,tip,2193,0
2023,Zonguldak,yeniden_refah,10093,0
2023,Zonguldak,zaf,7254,0
2023,Çanakkale,akp,129674,1
2023,Çanakkale,bbp,1774,0
2023,Çanakkale,chp,142548,2
2023,Çanakkale,dem,8845,0
2023,Çanakkale,iyi,65927,1
2023,Çanakkale,memleket,4221,0
2023,Çanakkale,mhp,26775,0
2023,Çanakkale,other,1318,0
2023,Çanakkale,tip,5224,0
2023,Çanakkale,yeniden_refah,3965,0
2023,Çanakkale,zaf,8040,0
2023,Çankırı,akp,54025,1
2023,Çankırı,bbp,1285,0
2023,Çankırı,iyi,22392,0
2023,Çankırı,mhp,39385,1
2023,Çankırı,yeniden_refah,3801,0
2023,Çankırı,zaf,1947,0
2023,Çorum,akp,147473,2
2023,Çorum,bbp,2839,0
2023,Çorum,chp,112593,1
2023,Çorum,dem,2646,0
2023,Çorum,memleket,2063,0
2023,Çorum,mhp,73737,1
2023,Çorum,other,1394,0
2023,Çorum,tip,1625,0
2023,Çorum,yeniden_refah,11970,0
2023,Çorum,zaf,5554,0
2023,İstanbul,akp,3759299,40
2023,İstanbul,anap,13127,0
2023,İstanbul,bbp,84342,0
2023,İstanbul,chp,2953309,31
2023,İstanbul,dem,853215,8
2023,İstanbul,iyi,840853,8
2023,İstanbul,memleket,104014,0
2023,İstanbul,mhp,650876,5
2023,İstanbul,other,9589,0
2023,İstanbul,tip,420909,3
2023,İstanbul,yeniden_refah,338445,3
2023,İstanbul,zaf,289385,0
2023,İzmir,akp,794109,8
2023,İzmir,anap,3971,0
2023,İzmir,bbp,14507,0
2023,İzmir,chp,1285563,14
2023,İzmir,dem,237005,2
2023,İzmir,iyi,357955,3
2023,İzmir,memleket,37057,0
2023,İzmir,mhp,168664,1
2023,İzmir,other,3933,0
2023,İzmir,tip,88271,0
2023,İzmir,yeniden_refah,28048,0
2023,İzmir,zaf,73137,0
2023,Şanlıurfa,akp,424999,8
2023,Şanlıurfa,anap,1119,0
2023,Şanlıurfa,bbp,4350,0
2023,Şanlıurfa,chp,79539,1
2023,Şanlıurfa,dem,245500,4
2023,Şanlıurfa,iyi,45097,0
2023,Şanlıurfa,memleket,3980,0
2023,Şanlıurfa,mhp,93267,1
2023,Şanlıurfa,other,1631,0
2023,Şanlıurfa,yeniden_refah,28949,0
2023,Şırnak,akp,58732,1
2023,Şırnak,chp,23826,0
2023,Şırnak,dem,171602,3
2023,Şırnak,iyi,3172,0
2023,Şırnak,memleket,1017,0
2023,Şırnak,mhp,6738,0
2023,Şırnak,other,1186,0
2023,Şırnak,yeniden_refah,1636,0
2023,Şırnak,zaf,3117,0
